business_id,max_day,max_hour
FX1_tWrQSi_BfvTy42cltQ,1,18
lleBpckOoHmbQSmO7MWr4A,3,12
O7X2FExFAj9bTJcOx_rKuw,0,16
P2zgRMywotyalwFGFwAJZw,5,22
WVwnnx8Cut5Wih2KYtXKcQ,6,18
9dn3AMdwvD2KXnTr6AJY1g,5,11
xm8F51qKjx0cfdOSukTDng,6,18
H-99nG_KfynWPXh84TKj8A,5,13
jzPMl-NoB5F2fwoHX3hN8A,4,17
cmiXYlvKmOFnuRFbQXA4rQ,3,11
FvmZskuhJ9W5_HE3aRtBDQ,5,20
vMENIWSUIKKWKG6sPQBZTA,3,12
mOwAbR9_RgBQuFtr71UtzQ,5,7
Rz7awe1iOKyEnGsaYibkbQ,0,12
-fgp41smAIXPBzmWzpY1aQ,4,16
_KGe3v1OzRnUmKhb3VkDgg,1,12
bvLYyRiXFjHxSmARAxjj3A,5,19
0QFxzJAd_6SQ55LSTc_v4g,1,15
7_pBQ2IJKxAumHl8hMAPXA,1,6
l6EcX0blOzMqHWSdTHXLLg,5,18
KRyIxFeGPDy6PKEqOGZM9A,6,15
ScvhAJe5lIJ7_SIvNTDfgg,0,12
NzI4pAPrjlCkwcLgjseDtA,5,18
yJOzFipjjbJvAxp6iVyB3w,0,20
dnfSnHElLXntC6lWjomWPw,1,12
wQIilAU2CJG4XNG3b52_IQ,2,10
4dAvlk4JufJKX3bYB6YLCQ,6,12
sDXINrHrs8phlkzkwQNiBQ,0,7
OtdMMd4taGagxkU88wmEFA,6,12
fF6m3qsD5blnwuZRuYhzWg,4,12
shlAd7PLzWlQrkQ0uYcBBg,2,11
8_wUsDlOE8Guecq5RZZjDg,2,18
X3hzaHGzv9WLg4EbZEEwXQ,5,16
h53YuCiIDfEFSJCQpk8v1g,2,12
8dlyEiypNYB0sVfdzQll3A,3,12
odhXwWaYZvD_icIN6f_DbA,2,12
1_siFXaQbxck3tiKRwnq7Q,6,12
AgvP554bfq5kwp5TghvYmw,5,15
WbcGeIwJ3wq0tb1-3z9pig,5,11
rDvz5jX65gpfONFu7er9Tw,3,12
DR313fx6DQbU_wcEFhr5vg,1,17
9s4xL0qiZ93BLz5XTNWxXQ,1,11
bfLg7K6yIRWMzb6eAu1o_A,5,12
I7IfnWW1nXljC4ZGqwPe-w,4,17
8pc0HwU85IxFynFFdM7vrQ,2,11
MhrCCsseuyfJHXmIZLHayw,2,11
VbXy3tH5RAu7HjT7VeMMgA,6,19
x0hUCS_TwfnOhKp-ZpB_EQ,1,18
4QtD359vkU7Jq8vP0uQEww,1,12
RccoyZ_masoZEON_bNpMJw,6,11
maB4VHseFUY2TmPtAQnB9Q,4,18
SC2r5q8cVXxClDqgqLpIUw,1,17
Hn7f_Gh5ffvns_7nU4Wqxg,4,11
6Lo25bdGe3qEdFLGygBsPw,5,17
mWTFbL-ilQiQ9iQwPnViQw,6,12
4DxVOgpCPCz96y_mv__12g,5,18
OqRD-pLL7JNyYvmbcNmaDQ,4,19
qjmCVYkwP-HDa35jwYucbQ,5,17
BEde-xiAWxZXf_vutJEaPQ,6,15
ReFEor8Z_4pRAozAYRMyxg,0,7
AXok1a8w0gNhdrWZ7L633g,5,17
jYsa5qLFZxhVtwDHZMW-SA,5,15
CRvVvR6aE1eWVRtzQ0UC6g,5,12
JrEQyiUegkF3pXNCfpy0mw,0,13
HMUvbAHRnbAczNrYy8e5MA,2,11
nCp4-Q3Su5ozUuv8P8LvvQ,2,16
Sqt7_F2D1G2c_pwH_9R7ww,0,13
fhmKIPGVx9_O4P9zEgCHjQ,1,10
rrlyKh8HtjZz5NAgGKAlgg,0,12
X5j76x6F5RbbeqD6J51iqQ,5,17
7UAAkWZJnnHIpGdG0JfXqg,5,15
MRntQraGJZMWtfAhPv_JZA,0,13
znBnrQNq1FdUt5aIGAbyuQ,1,12
Zx8_4zKdDBSO3qGrkukBIA,5,11
N7jFyn8PgetjOVeJG122vw,0,15
SMpL3z4FLF07bRA6-y22JQ,5,18
LQQqKGkTnzFPqpCmeNJS7Q,1,13
kz12EsdDhr4Y_yZ2OlAQzg,4,18
gPoL-14_EHOl2fwKpq5sDw,1,10
XLn3Tm6Kr8SzJp8HuYXwnQ,6,14
YCqnzEOEwo2_mlDOy7Sahw,0,14
ItMihRR-t810HgctGofF3g,1,11
az63c_MoXG_-Xs73Ocg0Ew,0,11
VEojEXbJ81eiPLSSF9jNEQ,5,18
Dy8d1vPTTutHUaqfI5-8Lg,5,16
wzQAmzQopWcfoCG8lfiE_w,4,12
xu0nc0oz6IEzNIJJRHNwQA,0,1
Ge74g1X0c3lx2QVwcYQqXg,5,5
mxrXVZWc6PWk81gvOVNOUw,4,18
PjUjTo-1YnOUi5JerQZRmA,0,18
rrWhi2TL0smrbihvavZxcg,5,11
j7XuypdW_w935NhjbvKPQw,5,12
Y3a3RkR97J_ReiKgiMXeJg,5,19
mms3-uX7mK42Hj8fJqsPfw,6,12
9rm2_ReZLPm3kOUiMpb0ZQ,5,12
kfVIxOFaXN9-5-3G7kwdMg,0,13
ZQPnmwLikPeGD0_1CVqd6A,2,16
FI4ns6iR4ZrhoaYjITf-Mg,4,17
xM5F0cLAlKWoB8rOgt5ZOw,6,12
-OjA9Wvnn-XExG-9Djj2og,2,12
S1cTuuDpDkI7o6lv573uvw,6,18
DR1k5qCRvTFYxHGiBUJimw,0,12
s87D-mtAuJ8BluKgYYsXGw,3,12
XZWUW6-vxePuIEwRPgSl2w,3,19
OovMUso3GHEuvwDObeHy0Q,5,9
FOfhEC6rN23RQaUlsR2byw,5,18
Gc_QhW4A7XlTo1jzzPdz3g,1,12
Bjl0Y7U3pIGtx23fQduA4w,3,14
09Kv1q51BlUyLznzNnL5Xw,6,15
WJ5mq4EiWYAA4Vif0xDfdg,5,7
iOITnizWLD3NlKxRtZd5AA,1,12
MNee7WyJowmFD0-NS9safg,5,11
IbhWOItXWvpZvnx3-USiLw,6,13
RmpxrudpbCPmEnt4jSlpnA,5,17
AvaV8EHR0m06uiNxikJabg,0,13
2OuLHSMMPlfa_ohMVXfnPA,5,15
3wLLf8wRqD1ZQowi9aZSoA,5,18
Rq-rzr3-e4xR_-QTmzY0Vg,1,6
IwhkOh4fPsiU7TThIsz6Og,4,12
_sppJb0durssEnD1fs94mw,1,15
0VHXNBdx-XIYUAob6QgtPA,0,10
OBcIfGmgXkAbn-ljKPVTjw,0,11
yJr24Yy1K6bt2G9fX3_zPA,5,18
pNJhovUsGAZ4XqG3lCU-5g,5,9
_AvHni-xdRHmZ3XfYHwGkg,4,18
p9amH4v0zP1BQgJhYjeUMg,5,13
GV5kqyrnOTdVr1VEd-Ji5Q,1,5
VW1X7H_9WoAZNvt67yHtlA,0,21
rdQ4jMH0i4QrYoVnD-HdWg,4,11
gyPSkAFyz_fQLX1KOEI5Qg,0,8
Mi64fhK1mOmXndA2VIoCCw,1,16
b-6GC5VpE3tHZTcWmZynfg,2,13
4IzlijxSSSFdZyh6-da_Qw,0,12
v09FoMKbdO0Af5G_9fWbBg,4,7
lgzBrfQAwm-dcDXu12CkgQ,1,9
WvHRxK973PMPft0dPzvbsg,3,11
lBYPv5tkQv1V3MIIFPoy1Q,0,17
Tsff0UUVgrnawjI_xd2cKg,4,18
9BH18avE46LlHMvJn67MaA,2,11
LzreyGNkVTYw4JFuSxWstA,6,14
T4eOhjoc0xas9WOG_TmbAg,0,10
F6BedoYgbAQHqwKX9F0zDQ,5,10
8qrICL2tS2Rq7b5gxUdQwQ,4,12
MtbyOeiuN6_Z0cAr9D8FoA,5,13
oLWglA1-IEdom4FLdfithA,6,15
S2wlB-5heOTiDxV-MIxnzw,1,8
UAqHosm2zxo-q4pvL2pb8A,4,10
X_J65cnN3jJWGYacyNwKGg,2,11
d52zg-S0o940WUCK-nNiKw,5,11
6S3zqOG3NyYTc8r6LwvM7g,5,12
5t_is8G1Ti5jNk6cH7dGSg,6,18
wki-Qlp3OWgH0XtZ-Jz_WQ,4,11
32X-4aALQG3Sc_o5hVrv7Q,5,12
N6ff0yyo9Cv_7XPz-YDoow,1,16
E9HqvnuwbXW7Jmet78xWJw,1,8
nbUFQy1d04CL2QEWstCD-g,1,14
pt-ELe9UjnpQBj72KZ5OSg,2,11
rF5uvk0-2_N60UxJ1NRl0g,6,11
L_leS8DGulj3iI0QdUppIA,5,10
_ZUjcIbbKAhRiPDbtKzOBg,5,19
mM_sT64i46AKPQtz26PCcg,6,18
0Apb1P7RzbQEkeJDuywlPQ,4,18
EYFZcfsrhdRlxoZVlgMIFw,4,14
4YZIJhHzu6Z4JmfsVjoHOQ,0,12
5vbBmHljaHVcQS4k6VxGVA,0,12
o2rrTbAxGXrdQKQvKDcGiA,3,18
AAkqVCuUGIP0gvY42_CRYA,0,19
0YCV8260mMgN0PxuzAtO3g,0,11
lFHYNtou9e9Q_VxHeNJ8mg,4,13
eXQe-HcbJq6kS1x2BR65Tg,5,13
9ocGgALmbzTZWOS7f7SYcA,6,19
i5Mf5SAxFFNt_MTxAPCH6A,4,17
RW0cELoDiJ-DkQntO3w4LQ,5,10
L64CfCiS_yUsgtnctjd82Q,4,10
RjmTpDoZEpjip-fN1wdfpw,0,7
4xLRmAD8QeqbN7Q7xTbmYg,6,12
axE3XDEO5VfY4OztDich4Q,3,13
jsJxRLGm8zjWm_HVR2FDnw,6,20
VfzUmXIgowYKutptfwR7Aw,0,16
DENQD7OTKne29w4KCSoQ1g,1,17
_IE5XDjxeM47NSzhg7sItg,5,10
KG3GwIcMKf0qYAtA-hN1MA,3,12
B5hhRbxDIADG-bFaQIEWag,3,11
DZZQhoOWmTcJi2iSBscV-g,4,9
Y5ftpklvYcdviNKMrRP_yw,0,15
NPxgifo782JgvfIDyDOTnQ,2,14
DeAnVirgOxQnI36V1W158A,5,12
U7jOpLoLXYphWFqS6JO8mQ,3,18
H3IBlFr4WTmMupkUcX7cDA,6,10
98czkMomXdoEugMk0VnJxQ,1,14
bDR6kF5Aw9guBkaahSAchw,6,10
xrs15F6cWdIXdLHyCUDjBg,6,12
XRBTHOXaJK_AJ2wy5mX_1A,5,12
ciQ_mDcweWDb1nWZSoZC0Q,5,13
ksJwN1vUlxHr3w0eVh9BnA,0,13
9YHZ0of-3vwIhBW3SBPLjA,5,13
EGiGWZp_zSqdeftiFQ7MbA,4,18
Gl_Cxnl_vFCfTGMlXxuEWw,3,18
Ao57uER6nnpa2KULpZDFrg,5,17
xsSnuGCCJD4OgWnOZ0zB4A,4,21
XaMp0myaLiXWRxrzYzwQxw,4,14
gVgJIBQDXHtgIS7p7uDa6Q,3,13
flgqBG9GfVTQN6ITWxOLbA,1,14
xun1GBrZzChBLHY6NrsnMg,1,16
7lp13T_FUmX1XjU2wen_qw,4,18
lNlVwSKqaxE7agiGKfCaAQ,4,11
UcEaSZ2nd721f0C67zN23w,0,12
RIgrLi3Jvz8lwAi04Fi8CA,3,17
5YAcdfhksYspetBRU2cxKA,4,23
rZbHg4ACfN3iShdsT47WKQ,5,18
UoF1kBmJAo76REBNbc34AA,4,23
IIbdmP2RwBwttQf36cf44Q,4,15
6JKOKRgtnJWn3KgsgFYaYw,5,10
xqhvLIxkCuV5jAmNkpsyBg,2,12
oGwzYYdpLKH_d9T3af4-oQ,2,11
zDyx_BL0RJbXWpXSFfrf8g,5,15
pfTwzep_4hRTX_jXoi38cw,0,12
Jf-FUvn6j86oPQhKNIHFJw,5,10
c4y8FA6XmGxxPhv0PNtU5g,5,19
OSsueRKTxM0MEbgIRsUebA,4,17
d8TYUlRl_YSlZo74qy9hXw,1,13
fAuFm0MlMNfTt2YrbM6aBw,5,8
s8cHXeSlX_aPI2x49UkCCg,4,18
QAqD40DAbYXBcw1oX3AJyw,4,12
Kt0DIPfjR5WPVpEqyIGdBQ,1,15
24XXd1EuvUswXG--qS5U5g,5,13
pONHXroA2O7grj5iZ7dksQ,1,11
asebFFgabg_lfoNpGJHZlQ,2,12
49RRQ0nE8XugVuvowiVv2g,6,17
-9pVS__IliMA2aNEYzrQrg,5,23
Kau5iJl6VR-TJ20YGrL7MQ,3,12
67gi179fNUkU5sApNTcrMg,3,12
s0Xpzb2GzBILFAKMpAtspQ,6,18
qiwajZigq_2twTmYofPmDQ,4,19
KPffNxenVXEbKeSeC-zmfQ,5,17
0vYp6ITH7FsBtlpFcWTdRA,6,18
RLjA7TBXJfyqDfPuVCcrtQ,6,20
fdhydw4SV3rSjq06IL9LVA,6,8
AN_Pw_UTCkaforMtYJtEDw,0,12
Dh-jKrXlivowMGDtfD_gug,1,22
NggjbjdNt8D1DHQ8jTHoPg,0,12
PIw0KFrq5juMyEKfsbmezg,4,19
bLk3tgJHryMAIQVcT-tXcQ,0,10
JBalw-Moa6TnjYBhvNKhqw,0,7
hfl62LX14YqNpG0g0Tj6_Q,4,19
P1CDEhEQZz5bK-sSqkRD0g,5,15
x6Cn9nVDQAcolEOpknWJWg,3,8
P0hUM6uSt5gVr8RA9-0lfQ,6,20
da4sxvGynhpDOGiBtbMYxA,4,12
MXO_DJ3tbNwdTxuGp4-eAw,2,11
pfloinlyhv4tbxXEJ9D_yA,2,12
K845ZDttFfx99zQ-0aE2tA,4,17
SDwYQ6eSu1htn8vHWv128g,5,19
s9-RFuC3dFuht771mvFimA,4,11
3uKAHQr19vFUfBJuXdmhEA,4,12
64zIp0srer2d7L_-iFbg9A,3,13
T2K-uBbU56bzGUuxs7ws5A,1,18
Mb46iSlA4qmTwXf-WrqtQA,5,10
1ggcLvWPBDWnp5MVTRnoRg,5,17
2oYhEHgSDLqYXYlAqnChuw,5,17
Q1Dt-ARdcGIynClRpDzvZw,1,9
FX6C6FZr8sNier5fl6Gaxw,5,18
Ds5daIwC_cr_LcPhWx7f3g,0,10
Y-NqaDy_1bb-Y5dQ33x-Pw,3,12
f_2iPdAHrcKMwMFJSRdFZQ,5,11
-aDuOZelvBHWKh-NrXooow,1,10
CqhsIZ7TzCfJTrZqg5-gqQ,5,19
N8Bdlykr8F5xSs5D3SUb3Q,3,13
iKxE0GoSbgY8ythwzRSgsQ,5,9
7765I13WTqRC0OoOQSz2Jg,5,11
f8luua75t2Is5iP6nxcXQQ,5,19
oN4RW6zQn2JMlcWL7Ukqgw,1,12
7a8nSGq152yAkKVKmsqpng,5,17
9SQRKVxMDNnRWFBJgDokAw,1,12
3uYvrLrxH1tzSzL2Y9W1OQ,2,13
qduzJZxh_EH6GERI2x_zuw,6,18
oGYPsU7IJPhyVpd0F5lfTg,5,12
YtxYtZNgz2CilYWx0ycaBg,4,19
gCrOuXBiPxUZiXDU2rBLWg,1,9
MIdjQkRSfrp635I7631SVQ,4,7
VaN93_qJshvhx_wAfOM7eA,0,11
L9X45EZhSDwT7z13TYzYlg,6,18
CNvPqN9pa5aJRn-Npcqgdg,4,18
Br-_G9WrRlBWyEAuN0TXDw,1,4
1es60210U2Zho5LzG46Bxg,5,15
NX5YHSIyesufcsI7Rg5NLg,6,11
9lWwAw9u1IVlYKbGiVOTFg,1,12
Ez2MFsVT5lJZ05yvK_0AXQ,5,18
QPbjoQn2Vty29ZaLOpzwXw,6,11
3tk6Syyz5i967Ifuz_4o3w,5,17
FjQWjXvFCdrgdU3Rgi3b3w,1,12
4JBfk-b0ng-ZoSX8MrUNjg,1,16
iaNW09XVfBCC7ytLjSeJQQ,4,15
TEg4RbspEzd8aDd4J1L6Tg,0,16
IzqTVoGzGLBrgt8Ttb25Yg,5,8
I941jBn1KURuN-2wygJ_5A,5,16
xcOncADGPr9eki8OU5Ln7g,4,17
d4SBAjHQ6jCfd8mqjF4jQA,2,18
07a5t3hYhtPHlBviiETUpA,4,16
_5qkBSljHlRo5B9GQLDp3w,2,11
vWnlScr9y2F6_ctDJZ6XLg,5,12
JUe_TAe9T9MZXutb5fblDg,5,18
tPgJvNQYZJGU81L5TeWj-Q,5,9
K7Kxz1FX-VLPflPJgqqbGQ,4,12
jTAooccoecIJiv5wb4h8sQ,0,19
M2JvjVYkIJMIuvTiO8La9g,4,16
OZ8zJkZ9QQV89NkXnfQ8bQ,4,12
XfgU_1_X8eVX8_CqofAeIQ,6,9
lXEJZjvwgSM3i6-HWpPwDA,5,13
dl8FULkVABIxsb0a_fws5A,2,11
a1aFceRgC03yy3ENdynDnA,5,10
5sJjWE6l4fpfO77A0QIcGg,5,14
N-gqIeVDebI3qgwxf1jMcw,6,8
dajwInsYeaIsRLY6vd6Zzw,3,19
_AwvPzaNPGQ_QZSWgsfOiw,4,17
46Pklsv4V2dku7yY5rvhIw,1,7
ppC1-d0frvbi3bbXQKJT-g,3,17
sFS2RWCXUqwSRVLMn5S6oA,5,10
8nwZ6h8hu0aQ0Fw1j0ZY7w,2,13
LcAamvosJu0bcPgEVF-9sQ,4,17
CVp1BFI5gpXqo31C6Lwkjw,6,6
h6jfMpTZpNduLG0wE2tbaw,4,18
AyvyWENKpPBOFnFFkZuAyQ,5,6
V2RwQooDieMvOPvz3tcp4A,3,11
fmuj7u1gflmEjW-h0v9bwg,4,11
Zswx6QW-UDIWBXVC7IASuA,5,12
lPcNteaFK8yaLRQQMcE-sA,5,17
nUIkqgFimmLsB50WXVwTfg,0,12
knGQsKKPPScP7q8sgeOLPQ,0,9
cHURjSYCPpFiYQP639ZubQ,1,8
8efc4wqa0XDt3_z2R7jaGA,2,18
M2XakHiHqx0EuBsGh_RhNw,6,18
yZ3U9mwpSOnArUBE767kxA,1,13
tY30KG3CxVe3wU1b5gQDtQ,4,14
xhwp_bACX0017Qxu8_AVbw,1,17
Fs9fs_vX4PppqJvEkfr0BQ,4,18
kyWbn54rsIlS3vbpDo0qPQ,4,15
1f0g466Geu4nDdJhYQ_Vhg,6,17
-tBiXT917wKlr6n9wSqViw,4,18
xMK01ZbVUYLLoyqoeWAIVw,5,18
oe45XbxddG4EKhpWAHIk2w,5,10
nWm5m-O88qprGsX4sjo0Uw,4,17
ous0x-3S_tJQOyel229Jgw,5,18
bkB1uosYeTauWO7yWJZ2Gg,4,14
b7-1zOz2yaQZ7JUHqHLAlA,1,10
Jd5sLVzE_p_LfJMBmbOhSA,0,11
bO-WvOxfPzNbwSD87KuiBQ,2,12
7IfZTV9Bk8nKfpCrk_rT2w,4,17
TqHTtjPANCBKGsjGBjDoQQ,4,12
EQa5xeZQ7QWMy3kr0AAg5Q,3,14
GU5b8Ykmdgg1ELNH_Tiidg,4,17
Cota2ttLUjoKhFU6ukYqSA,6,19
CbeUolLDSq5kZ-82UpDLPQ,0,14
ZR8_x-nMY31GM_p5WErPdg,3,12
SMIeQELrm91pYo_1OaO18A,1,8
hisR9LKBN9sgcMxclH0e7g,1,9
OiEnabGg9j8S_jHBXUBgCw,6,11
tIuw93p4MEsL2iFv7-0WDg,0,10
O0ayL4r9AbonKwdgelBL3A,6,18
QNo69O4cy6a3HGb6RrGWzA,1,13
AMwr-IwwaamJ2l3Z8yce6Q,5,17
6S0Qno8Hc1sFjtF_Gt9lvg,5,10
7sNFLjSyinVqeQ_Teg2WRQ,2,19
mg1TiyXVneuVsZ6GGZH_kQ,6,10
k6C5YiGHU_aT8oXSkGb0Pg,1,15
VpSiOW1PapVmZyyRBK_GBQ,4,19
eRb0wjIVlj0bbfmePKZLng,4,12
pkAxiGlb5VIYtlSj2PM5Eg,5,11
ayPvmIg5fIU0DNxXmWHcAQ,4,14
IBZnLm3hkbM89QGC_TDDDg,4,9
5pojYKKvohZ1kQBdSBAb1w,6,11
BBPkwpj9kSeDuy0uOwWHJA,2,18
vwZ15OkVO6PemAe87k0M-Q,4,21
4CsZK1YOP8lCLH9ZSf0LMA,4,19
ics35glmd7JXtY3qrq3jxw,5,16
IeyEgjCpW6cXnfrS39BSAg,5,13
3WOsnl0_5YRKdI0H-d0ygQ,3,10
NfRddf3O8FV4ZWY_VTtR2A,0,12
8Fx-K9dIZz_buBZcEvkeRw,4,17
_eCrBSIXbGEW62ynS2_0lA,1,16
D1yvWQGnKam_zu_2BZLUVQ,3,14
9zJbULB6K3nbo-2N5cKy9Q,2,10
VXIkI9_EbDbYHeO9IzKjJg,4,15
W5ePM9kFugbDM6ZRK2L2pg,1,17
Fq1eO1tyDtQZl9rattGn3Q,5,12
fFlMAm0RBdfzrDfpicTPJg,6,18
gbhsJG-0htzVWmmlvaBxqQ,5,17
5_Il_eOuwOMMoiT8jGBxyQ,4,18
uFJwKlHL6HyHSJmORO8-5w,4,18
dAJC97pUsxa1SucwFQE07A,5,19
N2T_ToBx97ZSo3iW3r9xWA,3,7
Kpzao8fG7lVLJlm-HoWKPg,3,14
ljUbvHy3lWF2fStFpznv-g,2,12
CKjcewWeWvdJ7TzOQbZOIw,4,20
rOHs19lhPWXiuPMHzNbJZg,0,12
RLEjGD16LHN9SCJrFUj8xw,4,21
XFf_SY9mZe0XGYjPetzpbQ,5,19
vUmCtldBjn_AuHW4tg2LZQ,6,0
Zg-C1aYcoR2L5OIrA01MkQ,5,11
YgqexscIgNoMBAO__J97zA,3,17
DINXhCR7oqwcdTO0OCIiYQ,5,20
4yFqLSaKpWE7O_ATQ2BqrA,5,14
ckqbs45ngAwsgyvK_SWkvg,1,11
78MMooWF0817lobOBJHHxQ,2,16
jSEcE8AY-mzGq9EOiyrtng,5,13
jSNahbNH7Uf6DXS4OS6LyA,3,12
JDFmfsK_i20VFXbGE1PRVw,2,13
strMzTo9IsGhUVBkcB73jw,3,12
aCKntLjlMtmkYvQYXKi9Kw,5,9
Vh_xXB42CYfhEdelpDb1Ow,5,11
yQONzVpX-DEpGSuKMIov6A,4,18
wlftPhCaYn2j2LbcP8j3vg,5,18
sI1bvFfUCeFVz1twmLJcAQ,0,19
fATj2lCnnjw2GHH4iL0TIQ,0,8
uYj2NO1HZRNiD-de_pSdJA,4,18
AXixlciaDB5jo2NMZmSKoA,6,13
QkLraKf901i0MjluEuFFrw,1,17
wsuQUTVXmYjQ0kgHEzId1g,3,16
mH-OXF1ilnaPC2kry9Ox1g,4,1
2zXqFId4jYuk2K8w1KI-Qw,6,13
CcEpNRhwxyZVTKWXfYqvqg,1,11
7tPe20uDErh-iSkfNEWzVQ,5,15
8G4_ESDS6BOTVCAlNt6O8Q,2,11
4fe6cZUW3P89Vz0WJQs05g,6,23
gZAL617H02f32HmY9kpvKA,4,17
X_sZ5PxFj6K0_TOOV4xKoA,1,11
3jqOv6re-xPYOg7srmi7tg,4,11
XKrEnL9yCtlhhIa6efbtGQ,3,18
udU3vTgNvUqjeFlyjmze9g,4,12
2xczXFsc4GeilxL8B8R3Vg,6,12
ncxBZxetREZ_jCma0c7mHA,5,15
uTW9SVXqxgjbnCTlEf9ONw,4,12
N84LyJdpPLoGc6Pg2Y46iQ,5,20
nbCAnw8b9_3EaSPpEfLd2w,0,17
1zM7busmXUfYrbNiIHIcuw,5,18
vwcrtzGmBpQEfK-1xlrmyQ,3,18
uDoEofFBFyaVsAR7UCYMDQ,5,16
c0_xuxaKn6ZN20et9jpNFg,5,8
blx7zxfY7Xq4bbj33IQv1g,5,14
RQbD1athZFAke0zBTEqgwg,5,10
Cjn1u11-fFRV9hbloBpiWg,6,11
Y0QB9A4M0mfnEEaW4f-V8g,1,10
83zS-6jNk6-ueeo_6FJ_Qg,0,14
QCTeeNlAXuSUJHb9eXnqpw,3,12
ptHERlqZTrluKh1DJUTz1w,5,12
7xbTnoyaai4JTkZ8rFPQTA,5,22
m2hNiVSnMvXVRLMtsWUG_Q,5,18
Q_jHqufNoxdlgCtLbqrpsA,5,21
zW6ZkumoG4I38TPdoeA5cQ,5,19
6QWmwSHjCPpaDz8NmiP6RA,5,10
1CNJeljdT4Ap7B-8ddbkYw,5,13
MNqJDeSfWEXERAFUXSyI3w,3,17
dPAQrPQn8bzsZqt7QSdKjQ,5,19
IFx7uG8_uAN1cJqMB9wyFw,1,11
-qv60txNVfg5pJ0b0w-QJw,6,13
lgvjjRnYBN3JjSGbcFUJ7w,1,10
QXWXLEVGeONoZHLmHuFemQ,0,19
-bd26a1QEEpqUZjBmtBUiQ,5,18
fN3RgiXJMoYcZzn9y8JRQw,3,15
qZIUA_G1Uc0L4X7O4gC8xQ,5,17
os_r5fCkmjeP980CLv20MQ,1,9
ujLZmyy11g1JHCQTxRA3Dw,4,11
nIkJ9z9GM2mthq80s3l0Mg,1,12
i-jP5qyR1Sqp9_Fjp2rJ5w,2,13
El_0LAdJ1R0-nL_lHzBT-g,6,10
gIIZfrFSf3S4fJ_w-7HqUQ,2,18
EeJDIEykDnzeCZ_HvB5A7g,3,11
5weJ3DRKwvQ9claomkYq9w,4,18
bts6jVczHJuWzpT8Y26UsQ,4,17
S56KKeJAqy9KBpuWpKnQ0Q,5,17
qR83gr56v7IjWEyfxAkg7A,6,12
XZGrqjZT8VHVtFEE0rRD3g,6,16
dZb_-YeZGUWlYNd-nOXRYg,0,11
c0zhbiffge6fGl_Nzgxbqw,4,12
R5J89N9gj3pw97r06Vgolg,5,14
zfYprDeNCIpdfZIq_o7a5g,0,12
gM0MhFQj4CI3-xT7UIUURw,5,10
CXHnDc0-HW6pqgbs6fhj7g,4,15
rp7X0MYQEQ4BtudkSOq7gw,3,11
fVVpTBLOHZDH4AIACjO4kg,5,12
y-jTQqdSIZO6tzKYdwpcVA,5,0
OSL98Keoc2FSNx4a3ge5Uw,6,11
xNfGoC9CW33GjSPLcfbwUg,5,13
nfyqtEoufkhjv97IueK7Ow,6,18
FBLVOwO9Ks4t2U0e0mF7HA,5,17
v91laC9hHODn2WcN_PLE9A,6,18
gyvv6FvozgGs4c6bHlgOrw,6,15
CMaJOgyFrX6gVsJGm1bttw,1,11
_EO58DNHOuyTst9vbTfizw,5,12
7xDt8CLZt66PkYYDqHka9w,4,11
1sje-96tofVSip2ed3OWdA,4,11
4mPaDuo9urNu43xJ3KefMg,0,11
kuQhOoT4viBi1hzyXQ10CA,2,11
LunI8Z3vzPUX8ElPD16ovQ,1,15
SS073W0tN3nvG36Qy6n0qg,6,19
T8zl1TQ-QuoATtcWSjnxeg,1,17
zruUQvFySeXyEd7_rQixBg,6,11
pdsK3YZfXZbzOEVpGNcilg,5,9
bfDQai9X59uWK-XgP0t6rA,4,18
m_fnmls1Lb7qCGAAGDSbKQ,6,8
6eax0w8j0tudDOkvWgmQ7A,3,12
gsNv5QNfuFnD8eMhejSmGg,4,13
Oh362RBusIoDLDR0AFkjGg,2,8
Li5LOL873Ep8HoPRML18sw,5,10
TPbaVXcot4-MGFMi2gREJQ,2,7
cBzk1K3zsz8K9wpCZsR7dw,5,17
mW1gB2DmBe__AEVgCoTgjw,2,17
hgy8A1Wnqyi4M-HJIFLpyQ,4,20
iSZFjTt2JOpow9PdKQeR0g,5,14
CycfCC0OLvTjG3Eks8D1og,5,12
kr3EFhoSwbJPrL_e_RD39g,5,17
1_43FZHx3P5D7X-CpIR9WA,5,12
9H9HiF7H51MteiyXoEUQlA,6,12
nLpV9fo8xml-QHOKyOje2A,4,14
-mz0Zr0Dw6ZASg7_ah1R8A,6,12
WoJrHOtrQ5R4jx80GwlnxA,5,13
jnAfRzQ99H0lOzjdEMt7fA,2,10
T9iBSa4pxYXP129pHlt5Sg,5,19
TxxhWPMILH40JlZbX7KNHA,0,12
ZzAME7MR7KsFtEoepNGpLg,1,11
M0qJweLJaNO2ikd8koYn4w,3,11
Z81CSV-jESOzORrxxRjkAA,2,10
bCibx5zOsZhAP6Ts5VaBsA,1,10
DYIB5861KIUfH5soVkP1Lg,4,18
BxyR-Jg6REAXf7gVWt80cw,5,10
5S3LR0TBCIZlRmNWvp_g-g,4,0
iLODjOOpTExF69CdGPkuuA,6,14
i0Y3L91iwCB8acBBqdh9Uw,3,16
5EWVJZd9cSAMwkrwgOFd6Q,3,12
aJtK7kfK2v7wfuD0a2UfOw,5,14
Ob2Hbs4b6iIHaCHy6Sp0mA,1,14
